indice,arquivo,especie_id,especie,conjunto,status,erro_codigo,erro_mensagem,detectado,numero_contornos,dominancia,toca_borda,distancia_minima_borda_px,fracao_foreground,area_contorno_px2,area_mascara_px2,diferenca_area_pct,perimetro_px,elongacao,circularidade,solidez,extent,extent_rotacionado,razao_perimetro_hull,anisotropia,orientacao_confiavel,proporcao_verde,cat_alongamento,limitrofe_alongamento,margem_alongamento,cat_concavidade,limitrofe_concavidade,margem_concavidade,cat_compacidade,limitrofe_compacidade,margem_compacidade,cat_complexidade_borda,limitrofe_complexidade_borda,margem_complexidade_borda,cat_orientacao,limitrofe_orientacao,margem_orientacao,n_limitrofes,tempo_pipeline_ms,tempo_parede_ms,tempo_redimensionamento_ms,tempo_suavizacao_ms,tempo_segmentacao_ms,tempo_limpeza_ms,tempo_contornos_ms,tempo_caracteristicas_ms,tempo_classificacao_ms,n_avisos_tecnicos,avisos
49,2370.jpg,18,Cedrus deodara,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,49,0.02675,20095.5,21037,-4.4754,2358.5882,30.621581,0.045395,0.633897,0.037093,0.533094,1.089147,0.999038,True,0.981081,extrema,False,4.103597,ambigua,False,0.094433,baixa,False,0.886512,regular,True,0.036153,bem_definida,False,2.330127,1,173.414,208.283,5.089,1.403,27.117,77.737,22.743,39.154,0.101,4,solidez_baixa_borda_muito_recortada | objeto_muito_alongado | atributos proximos de um limiar: complexidade_borda | concavidade ambigua: ver observacoes do atributo | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
50,2417.jpg,18,Cedrus deodara,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,47,0.03906,29788.5,30719,-3.0291,2306.7648,18.350454,0.070348,0.62211,0.059316,0.491179,1.084178,0.996008,True,0.990039,extrema,False,2.058409,ambigua,False,0.111271,baixa,False,0.82413,regular,True,0.04055,bem_definida,False,2.320027,1,199.772,234.453,13.801,3.008,35.34,87.328,21.195,38.888,0.1,4,solidez_baixa_borda_muito_recortada | objeto_muito_alongado | atributos proximos de um limiar: complexidade_borda | concavidade ambigua: ver observacoes do atributo | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
51,2458.jpg,19,Ginkgo biloba,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,22,0.464535,364139.0,365325,-0.3246,2716.2825,1.708656,0.620193,0.927001,0.676751,0.690144,1.108754,0.545306,True,0.998817,moderada,False,0.139104,baixa,True,0.00761,moderada,True,0.045857,regular,True,0.018802,bem_definida,False,0.817687,3,263.533,315.274,9.253,1.706,30.243,76.068,20.603,125.451,0.122,1,"atributos proximos de um limiar: concavidade, compacidade, complexidade_borda | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica"
52,2460.jpg,19,Ginkgo biloba,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,11,0.495875,388590.5,389972,-0.3543,3160.7161,1.824459,0.4888,0.902186,0.661026,0.722526,1.226479,0.54907,True,0.998782,moderada,False,0.216306,moderada,True,0.019363,moderada,False,0.222,moderada,False,0.056555,bem_definida,False,0.830233,1,266.626,319.983,7.904,1.4,31.377,75.728,20.562,129.456,0.109,1,atributos proximos de um limiar: concavidade | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
53,2479.jpg,19,Ginkgo biloba,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,35,0.394536,309204.0,310276,-0.3455,2515.6206,1.695043,0.613995,0.923966,0.586627,0.656036,1.100025,0.575985,True,0.998791,moderada,False,0.130029,baixa,True,0.004311,moderada,False,0.055392,regular,True,0.026527,bem_definida,False,0.91995,2,238.245,283.002,5.228,1.324,28.18,75.166,20.578,107.587,0.108,1,"atributos proximos de um limiar: concavidade, complexidade_borda | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica"
54,2488.jpg,20,Lagerstroemia indica,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,68,0.47236,370460.5,371479,-0.2742,2367.6135,1.470271,0.830482,0.994234,0.769149,0.774624,1.059969,0.354283,True,0.99937,baixa,True,0.019819,baixa,False,0.080689,alta,False,0.277665,regular,False,0.061974,bem_definida,False,0.180943,1,258.24,303.722,5.22,1.329,27.426,76.829,20.423,126.829,0.097,1,atributos proximos de um limiar: alongamento | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
55,2514.jpg,20,Lagerstroemia indica,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,5,0.513718,402911.5,404004,-0.2704,2572.7749,1.755808,0.76492,0.993564,0.716155,0.71876,1.065025,0.487017,True,0.999099,moderada,False,0.170539,baixa,False,0.079961,alta,False,0.1768,regular,False,0.0575,bem_definida,False,0.62339,0,291.676,342.931,14.656,2.203,34.427,86.84,23.007,130.347,0.1,0,descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
56,2537.jpg,20,Lagerstroemia indica,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,36,0.527597,413855.0,414919,-0.2564,2518.6744,1.26537,0.819812,0.993435,0.735206,0.777333,1.064392,0.330877,True,0.999441,baixa,False,0.15642,baixa,False,0.079821,alta,False,0.261249,regular,False,0.05806,bem_definida,False,0.102923,0,270.611,318.848,9.222,1.363,30.206,78.639,20.623,130.374,0.105,0,descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
57,2557.jpg,21,Nerium oleander,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,28,0.237527,185792.0,186799,-0.5391,2486.6887,4.872543,0.377567,0.989237,0.310949,0.712359,1.059394,0.911772,True,0.998212,alta,False,0.187909,baixa,False,0.075258,baixa,False,0.056083,regular,False,0.062483,bem_definida,False,2.03924,0,212.0,244.539,7.689,1.563,28.683,76.275,20.818,76.799,0.087,0,descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
58,2593.jpg,21,Nerium oleander,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,33,0.180194,140730.5,141710,-0.6912,2440.3872,6.11427,0.296948,0.967725,0.240854,0.683146,1.058732,0.945682,True,0.998172,extrema,True,0.019045,baixa,False,0.051875,baixa,False,0.25763,regular,False,0.063069,bem_definida,False,2.152273,1,198.393,238.986,5.292,1.383,28.249,76.562,20.651,66.099,0.086,1,atributos proximos de um limiar: alongamento | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
59,2594.jpg,21,Nerium oleander,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,35,0.195894,153493.0,154134,-0.4159,2490.0857,5.785516,0.311078,0.988072,0.252358,0.692939,1.061587,0.936757,True,0.996607,alta,True,0.035747,baixa,False,0.073991,baixa,False,0.222305,regular,False,0.060542,bem_definida,False,2.122523,1,203.734,243.888,5.195,1.248,28.209,77.529,20.806,70.59,0.088,1,atributos proximos de um limiar: alongamento | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
60,2625.jpg,22,Podocarpus macrophyllus,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,60,0.126591,98664.5,99555,-0.8945,2167.1181,7.373993,0.264001,0.982377,0.231098,0.746386,1.070264,0.961677,True,0.996364,extrema,False,0.228999,baixa,False,0.067801,baixa,False,0.339998,regular,False,0.052864,bem_definida,False,2.20559,0,187.354,225.139,5.389,1.407,26.384,74.242,20.437,59.295,0.114,0,descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
61,2635.jpg,22,Podocarpus macrophyllus,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,71,0.123905,96528.5,97443,-0.9385,2264.8237,8.360541,0.236481,0.973855,0.198266,0.761458,1.071604,0.970985,True,0.994787,extrema,False,0.393423,baixa,False,0.058538,baixa,False,0.408798,regular,False,0.051678,bem_definida,False,2.236617,0,204.129,242.785,12.067,1.734,31.071,81.991,22.433,54.659,0.089,0,descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
62,2642.jpg,22,Podocarpus macrophyllus,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,48,0.122644,95520.5,96451,-0.9647,2339.9019,9.055824,0.219236,0.972575,0.172745,0.743569,1.064995,0.974687,True,0.996226,extrema,False,0.509304,baixa,False,0.057147,baixa,False,0.45191,regular,False,0.057527,bem_definida,False,2.248957,0,192.327,230.887,9.428,1.449,28.554,76.809,20.756,55.175,0.089,0,descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
63,3026.jpg,23,Prunus serrulata,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,26,0.361721,283207.0,284472,-0.4447,3043.2816,2.459914,0.384264,0.929587,0.486449,0.602969,1.267859,0.657914,True,0.997863,moderada,False,0.180029,baixa,True,0.010421,baixa,True,0.03934,moderada,True,0.024724,bem_definida,False,1.193047,3,242.093,292.191,5.032,1.336,28.283,76.522,20.543,110.203,0.094,1,"atributos proximos de um limiar: concavidade, compacidade, complexidade_borda | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica"
64,3049.jpg,23,Prunus serrulata,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,31,0.340102,266339.5,267467,-0.4215,2612.1231,1.447968,0.490522,0.909476,0.604652,0.641125,1.228073,0.329238,True,0.997753,baixa,True,0.034688,moderada,True,0.011439,moderada,False,0.226305,moderada,False,0.055328,bem_definida,False,0.09746,2,236.89,280.992,4.932,1.39,27.094,75.585,23.99,103.72,0.099,1,"atributos proximos de um limiar: alongamento, concavidade | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica"
65,3053.jpg,23,Prunus serrulata,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,23,0.378933,296816.5,298005,-0.3988,2815.309,1.690248,0.470593,0.887205,0.555677,0.625957,1.219263,0.390991,True,0.998255,moderada,False,0.126832,moderada,True,0.035647,moderada,False,0.176482,moderada,False,0.062105,bem_definida,False,0.303303,1,254.964,299.795,13.438,2.002,32.205,85.093,21.599,100.432,0.102,1,atributos proximos de um limiar: concavidade | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
66,3061.jpg,24,Ligustrum lucidum,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,52,0.481594,377686.5,378741,-0.2784,2474.4074,1.714165,0.775173,0.99195,0.711676,0.728901,1.060345,0.470927,True,0.999139,moderada,False,0.142777,baixa,False,0.078207,alta,False,0.192574,regular,False,0.061642,bem_definida,False,0.569757,0,263.004,306.181,9.24,1.74,30.108,77.805,20.913,123.008,0.103,0,descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
67,3091.jpg,24,Ligustrum lucidum,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,55,0.415164,325462.5,326498,-0.3172,2414.8683,2.038631,0.701332,0.988258,0.64241,0.680183,1.055797,0.584795,True,0.999403,moderada,False,0.320456,baixa,False,0.074193,alta,False,0.078972,regular,False,0.065666,bem_definida,False,0.949317,0,241.518,284.494,5.38,1.241,27.44,77.041,20.671,109.585,0.09,0,descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
68,3109.jpg,24,Ligustrum lucidum,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,26,0.474113,371731.5,372858,-0.3021,2619.2358,2.130258,0.680911,0.987714,0.628725,0.689791,1.055938,0.634661,True,0.999249,moderada,False,0.289914,baixa,False,0.073602,alta,True,0.047555,regular,False,0.065542,bem_definida,False,1.115537,1,259.588,304.213,5.209,1.447,27.52,74.568,21.898,128.756,0.104,1,atributos proximos de um limiar: compacidade | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
69,3136.jpg,25,Toona sinensis,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,25,0.264951,207255.0,208366,-0.5332,2664.8653,3.185764,0.366745,0.786414,0.331489,0.564984,1.086255,0.824606,True,0.997384,alta,False,0.061921,moderada,False,0.123449,baixa,False,0.083138,regular,True,0.038712,bem_definida,False,1.748687,1,233.625,277.113,9.652,1.729,30.817,83.927,22.141,85.161,0.103,1,atributos proximos de um limiar: complexidade_borda | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
70,3139.jpg,25,Toona sinensis,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,51,0.23457,183409.0,184473,-0.5768,2566.7232,3.861872,0.349842,0.928115,0.312813,0.598711,1.092824,0.853354,True,0.995891,alta,False,0.287291,baixa,True,0.008821,baixa,False,0.125395,regular,True,0.032899,bem_definida,False,1.844513,2,213.4,259.688,9.106,1.326,27.512,75.636,20.712,78.949,0.089,1,"atributos proximos de um limiar: concavidade, complexidade_borda | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica"
71,3150.jpg,25,Toona sinensis,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,28,0.258007,201793.5,202905,-0.5478,2587.579,3.545211,0.37873,0.903866,0.385856,0.627033,1.11015,0.827623,True,0.997151,alta,False,0.181737,moderada,True,0.017537,baixa,False,0.053175,regular,True,0.017566,bem_definida,False,1.758743,2,216.227,262.027,5.123,1.335,28.908,76.989,20.888,82.816,0.093,1,"atributos proximos de um limiar: concavidade, complexidade_borda | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica"
72,3194.jpg,26,Prunus persica,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,17,0.294192,230294.0,231362,-0.4616,2588.8065,3.677218,0.431811,0.9742,0.372696,0.638422,1.069793,0.847596,True,0.996209,alta,False,0.225739,baixa,False,0.058913,moderada,False,0.079527,regular,False,0.053281,bem_definida,False,1.82532,0,226.867,275.952,5.313,1.441,27.257,74.573,21.687,96.422,0.093,0,descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
73,3218.jpg,26,Prunus persica,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,25,0.305669,239351.5,240388,-0.4312,2425.981,3.155559,0.511059,0.983933,0.50941,0.680507,1.064604,0.792509,True,0.997238,alta,False,0.051853,baixa,False,0.069492,moderada,False,0.213755,regular,False,0.057873,bem_definida,False,1.641697,0,254.014,297.899,16.013,2.43,35.872,85.539,21.081,92.894,0.09,0,descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
74,3226.jpg,26,Prunus persica,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,41,0.266781,208876.5,209900,-0.4876,2472.8826,3.591219,0.429232,0.957036,0.389252,0.6514,1.085564,0.833902,True,0.996641,alta,False,0.197073,baixa,True,0.040257,moderada,False,0.07308,regular,True,0.039324,bem_definida,False,1.779673,2,227.069,271.9,9.366,1.412,29.353,80.494,20.747,85.52,0.098,1,"atributos proximos de um limiar: concavidade, complexidade_borda | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica"
75,3246.jpg,27,Manglietia fordiana,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,47,0.270426,211673.0,212672,-0.4697,2469.0319,4.408676,0.436337,0.993618,0.351758,0.760728,1.05259,0.897708,True,0.996859,alta,False,0.265221,baixa,False,0.08002,moderada,False,0.090842,regular,False,0.068504,bem_definida,False,1.99236,0,216.58,264.487,7.636,1.369,28.597,75.876,20.607,82.337,0.088,0,descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
76,3255.jpg,27,Manglietia fordiana,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,66,0.221765,173484.5,174404,-0.5272,2187.8389,3.851362,0.455449,0.985791,0.406363,0.736366,1.067424,0.869046,True,0.996577,alta,False,0.283787,baixa,False,0.071512,moderada,False,0.138622,regular,False,0.055377,bem_definida,False,1.89682,0,205.316,247.894,5.348,1.529,27.846,76.552,20.79,73.08,0.091,0,descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
77,3259.jpg,27,Manglietia fordiana,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,33,0.327001,256165.0,257199,-0.402,2534.8897,3.518248,0.50097,0.993853,0.410774,0.706893,1.050784,0.849442,True,0.995327,alta,False,0.172749,baixa,False,0.080275,moderada,False,0.229277,regular,False,0.070103,bem_definida,False,1.831473,0,227.928,279.585,4.989,1.645,27.749,81.331,21.002,91.03,0.092,0,descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
78,3283.jpg,28,Acer buergerianum,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,32,0.281386,220061.5,221291,-0.5556,2804.5252,1.01642,0.351589,0.647042,0.382347,0.558342,1.246126,0.170893,True,0.995856,baixa,False,0.322387,alta,False,0.075654,baixa,False,0.121028,moderada,True,0.041442,pouco_definida,False,0.430357,1,230.431,276.588,5.21,1.415,27.044,74.798,20.555,101.213,0.111,2,solidez_baixa_borda_muito_recortada | atributos proximos de um limiar: complexidade_borda | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
79,3317.jpg,28,Acer buergerianum,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,17,0.240641,188000.0,189248,-0.6595,2861.8216,1.115322,0.288458,0.60502,0.365707,0.494941,1.344298,0.111791,True,0.997458,baixa,False,0.256452,alta,False,0.135686,baixa,False,0.278855,complexa,True,0.034075,pouco_definida,False,0.627363,1,242.399,288.069,15.26,3.617,35.712,83.898,22.092,81.627,0.099,2,solidez_baixa_borda_muito_recortada | atributos proximos de um limiar: complexidade_borda | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
80,3326.jpg,28,Acer buergerianum,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,77,0.269862,211209.0,212228,-0.4801,2406.3069,1.227256,0.458374,0.743344,0.473531,0.575726,1.199892,0.238816,True,0.999175,baixa,False,0.181829,moderada,False,0.06192,moderada,False,0.145935,moderada,False,0.061851,pouco_definida,False,0.203947,0,226.573,266.295,9.309,1.457,31.156,78.809,21.108,84.564,0.095,0,descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
81,3335.jpg,29,Mahonia bealei,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,78,0.355237,278331.0,279371,-0.3723,2430.9099,1.39722,0.59188,0.875902,0.615265,0.642486,1.139424,0.442174,True,0.998751,baixa,False,0.06852,moderada,True,0.047933,moderada,False,0.089415,moderada,True,0.00834,bem_definida,False,0.473913,2,234.627,282.832,7.743,1.47,28.803,77.278,20.676,98.494,0.096,1,"atributos proximos de um limiar: concavidade, complexidade_borda | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica"
82,3336.jpg,29,Mahonia bealei,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,90,0.373056,292309.0,293485,-0.4007,2724.449,1.465277,0.494874,0.841535,0.614849,0.626721,1.223493,0.460068,True,0.997567,baixa,True,0.023149,moderada,False,0.085288,moderada,False,0.237185,moderada,False,0.058852,bem_definida,False,0.53356,1,237.536,274.71,5.331,1.359,28.078,80.609,20.479,101.516,0.093,1,atributos proximos de um limiar: alongamento | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
83,3385.jpg,29,Mahonia bealei,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,36,0.46195,362041.5,363292,-0.3442,2906.1719,1.367629,0.538674,0.834645,0.629003,0.643291,1.175515,0.415107,True,0.999502,baixa,False,0.088247,moderada,False,0.092777,moderada,False,0.171271,moderada,True,0.040279,bem_definida,False,0.38369,1,259.416,306.3,5.066,1.425,28.156,76.978,20.69,126.907,0.106,1,atributos proximos de um limiar: complexidade_borda | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
84,3411.jpg,30,Magnolia grandiflora,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,33,0.41696,326951.0,328050,-0.335,2616.0125,2.626064,0.600362,0.995382,0.527722,0.694133,1.06089,0.726666,True,0.996808,moderada,False,0.124645,baixa,False,0.081937,moderada,False,0.076366,regular,False,0.061159,bem_definida,False,1.42222,0,246.311,303.445,5.345,1.316,27.277,78.011,20.798,113.393,0.096,0,descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
85,3416.jpg,30,Magnolia grandiflora,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,25,0.487446,382198.5,383347,-0.2996,2720.3973,2.294665,0.648984,0.985185,0.572601,0.705034,1.056587,0.666828,True,0.999095,moderada,False,0.235112,baixa,False,0.070853,moderada,True,0.001563,regular,False,0.064967,bem_definida,False,1.22276,1,263.672,323.32,8.085,1.365,29.189,77.331,20.405,127.102,0.116,1,atributos proximos de um limiar: compacidade | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
86,3424.jpg,30,Magnolia grandiflora,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,52,0.373118,292435.0,293463,-0.3503,2433.4196,2.440544,0.620591,0.990672,0.561813,0.690527,1.056461,0.696996,True,0.997185,moderada,False,0.186485,baixa,False,0.076817,moderada,True,0.045245,regular,False,0.065079,bem_definida,False,1.32332,1,234.385,291.208,5.119,1.264,27.643,80.492,21.063,98.643,0.094,1,atributos proximos de um limiar: compacidade | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
87,3455.jpg,31,Populus x canadensis,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,20,0.478071,374874.5,375970,-0.2914,2567.177,1.130123,0.714799,0.971721,0.662922,0.696451,1.087814,0.08917,True,0.997271,baixa,False,0.246585,baixa,False,0.056218,alta,False,0.099691,regular,True,0.037333,pouco_definida,False,0.702767,1,257.209,310.619,5.43,1.486,27.858,75.753,20.401,126.106,0.101,1,atributos proximos de um limiar: complexidade_borda | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
88,3494.jpg,31,Populus x canadensis,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,25,0.373603,292778.5,293813,-0.3521,2420.3241,1.021802,0.628061,0.92584,0.644508,0.696268,1.139982,0.148525,True,0.999558,baixa,False,0.318799,baixa,True,0.006348,moderada,True,0.033752,moderada,True,0.008834,pouco_definida,False,0.504917,3,245.513,288.146,4.918,1.522,27.686,75.171,22.153,113.843,0.124,1,"atributos proximos de um limiar: concavidade, compacidade, complexidade_borda | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica"
89,3495.jpg,31,Populus x canadensis,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,16,0.417282,327154.5,328164,-0.3076,2370.3241,1.008708,0.731724,0.975029,0.674573,0.77552,1.099864,0.097227,True,0.999391,baixa,False,0.327528,baixa,False,0.059814,alta,False,0.125729,regular,True,0.026669,pouco_definida,False,0.67591,1,271.902,314.577,13.392,1.635,31.27,87.703,21.185,116.508,0.121,1,atributos proximos de um limiar: complexidade_borda | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
90,3514.jpg,32,Liriodendron chinense,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,37,0.444564,348409.5,349630,-0.3491,2741.7901,1.054173,0.582414,0.871765,0.706478,0.708495,1.192,0.129274,True,0.998261,baixa,False,0.297218,moderada,False,0.052429,moderada,False,0.103978,moderada,False,0.054867,pouco_definida,False,0.569087,0,262.142,308.386,8.641,1.49,29.41,80.116,20.746,121.535,0.111,0,descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
91,3535.jpg,32,Liriodendron chinense,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,28,0.315108,246793.5,247811,-0.4106,2270.3444,1.063707,0.601672,0.862574,0.647385,0.660486,1.163075,0.12708,True,0.998325,baixa,False,0.290862,moderada,False,0.06242,moderada,False,0.074351,moderada,True,0.02927,pouco_definida,False,0.5764,1,230.844,268.22,7.944,1.327,28.68,77.856,20.924,93.931,0.104,1,atributos proximos de um limiar: complexidade_borda | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
92,3560.jpg,32,Liriodendron chinense,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,59,0.36409,285190.5,286332,-0.3987,2563.9078,1.243247,0.54518,0.851598,0.642035,0.661049,1.212091,0.051928,True,0.999263,baixa,False,0.171169,moderada,False,0.07435,moderada,False,0.161262,moderada,False,0.067622,pouco_definida,True,0.03856,1,229.108,270.447,5.164,1.153,27.961,76.415,20.619,97.622,0.103,1,atributos proximos de um limiar: orientacao | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica
93,3581.jpg,33,Citrus reticulata,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,14,0.42539,333304.0,334540,-0.3695,2904.0958,2.477247,0.496625,0.942418,0.47891,0.610011,1.111045,0.719636,True,0.999262,moderada,False,0.174251,baixa,True,0.024367,moderada,False,0.235962,regular,True,0.016774,bem_definida,False,1.398787,2,249.958,284.342,5.027,1.355,27.9,75.778,20.626,119.083,0.109,1,"atributos proximos de um limiar: concavidade, complexidade_borda | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica"
94,3608.jpg,33,Citrus reticulata,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,50,0.350783,274750.0,275867,-0.4049,2602.3069,2.695901,0.509836,0.945388,0.492521,0.65122,1.101236,0.760935,True,0.998597,moderada,False,0.101366,baixa,True,0.027596,moderada,False,0.215637,regular,True,0.025455,bem_definida,False,1.53645,2,248.713,298.024,5.393,1.448,27.31,76.377,22.051,115.948,0.097,1,"atributos proximos de um limiar: concavidade, complexidade_borda | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica"
95,3617.jpg,33,Citrus reticulata,avaliacao,sucesso_com_avisos,,,True,1,1.0,False,17,0.370799,290417.5,291608,-0.4083,2821.7943,2.975795,0.458334,0.940247,0.433198,0.634967,1.113988,0.811242,True,0.998275,moderada,True,0.008068,baixa,True,0.022008,moderada,False,0.145835,regular,True,0.01417,bem_definida,False,1.70414,3,276.846,326.709,18.201,2.549,34.479,86.852,21.574,113.002,0.093,1,"atributos proximos de um limiar: alongamento, concavidade, complexidade_borda | descricao geometrica automatica; nao constitui identificacao botanica nem taxonomica"
